student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score,ai_feedback,predicted_score
116631,22,Other,Engineering,3.3,4.5,2.4,No,88.1,5.5,Fair,3,PhD,Medium,7.9,Yes,4.0,4,10.0,No,0,11.8,Quiet Room,No,Medium,8,9,6,Reading,6.3,98,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix.,90.45
116632,22,Other,Business,1.0,0.7,1.7,Yes,42.9,5.0,Fair,0,Master,Medium,7.8,Yes,4.0,3,2.3,No,4,5.0,Library,Yes,Medium,4,10,5,Visual,6.6,100,Increase daily study time. Improve sleep hygiene. Improve attendance.,88.14
116633,19,Female,Engineering,4.3,2.7,3.0,No,62.4,6.1,Fair,2,High School,High,6.4,Yes,2.72,7,3.9,No,2,11.8,Dorm,Yes,High,2,4,10,Visual,4.0,66,Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,86.95
116634,27,Female,Engineering,5.8,1.0,3.1,Yes,52.3,10.1,Poor,7,Bachelor,High,6.6,Yes,3.94,4,7.7,No,0,11.5,Cafe,No,Medium,2,6,9,Visual,4.2,94,Too much time on Netflix. Improve attendance. Manage exam anxiety.,93.96
116635,26,Female,Business,4.5,2.3,1.1,No,69.9,6.6,Good,3,Some College,Low,10.0,No,2.97,5,3.2,No,0,9.1,Quiet Room,No,High,9,6,9,Kinesthetic,6.5,75,Improve attendance. Manage exam anxiety.,89.64
116636,16,Male,Engineering,7.0,3.8,2.5,Yes,63.5,5.4,Good,1,Master,High,3.7,No,4.0,4,5.4,No,3,13.8,Quiet Room,No,High,5,10,5,Reading,1.8,95,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance.,96.57
116637,24,Female,Psychology,4.7,0.4,1.1,Yes,61.6,6.7,Good,7,Some College,Medium,4.0,No,4.0,3,6.0,No,4,6.4,Library,Yes,High,6,3,10,Reading,6.7,99,Improve attendance. Work on motivation. Manage exam anxiety.,87.23
116638,16,Male,Business,4.4,1.2,0.4,No,95.1,5.0,Good,5,PhD,Low,7.8,No,3.34,1,5.3,No,5,6.7,Library,Yes,Medium,10,3,10,Auditory,4.7,85,Improve sleep hygiene. Work on motivation. Manage exam anxiety.,85.54
116639,20,Male,Psychology,5.4,4.4,0.8,No,87.7,5.5,Good,6,Some College,Low,7.0,No,4.0,7,1.0,No,5,12.1,Dorm,Yes,Low,4,7,8,Auditory,8.3,98,Improve sleep hygiene. Reduce social media usage. Manage exam anxiety.,91.19
116640,27,Other,Psychology,2.6,2.3,1.5,Yes,54.9,6.7,Poor,2,PhD,High,5.4,Yes,3.79,5,5.7,No,3,8.2,Library,No,Medium,5,1,10,Reading,9.8,92,Improve attendance. Work on motivation. Manage exam anxiety.,82.54
116641,28,Female,Psychology,3.9,0.8,1.5,Yes,74.2,7.0,Fair,1,PhD,High,4.6,No,4.0,5,6.1,No,2,7.8,Library,No,Medium,2,10,5,Auditory,4.8,94,Keep up the good work!,93.6
116642,25,Female,Computer Science,3.498914881132743,4.8,2.3,Yes,82.9,6.8,Fair,6,Master,Low,10.0,No,4.0,7,5.6,No,2,11.4,Cafe,No,Low,9,7,8,Reading,7.1,94,Reduce social media usage. Too much time on Netflix. Manage exam anxiety.,89.42
116643,22,Male,Computer Science,5.269471251885904,3.4,3.0,No,44.9,6.5,Fair,7,Some College,High,9.3,No,4.0,2,3.9,No,0,12.3,Library,No,High,3,10,5,Kinesthetic,8.6,100,Reduce social media usage. Too much time on Netflix. Improve attendance.,95.1
116644,17,Other,Biology,7.7,0.4,2.0,Yes,65.4,5.5,Good,3,PhD,Low,6.9,Yes,3.06,8,3.9,No,0,11.8,Dorm,Yes,Low,9,1,10,Auditory,7.6,75,Improve sleep hygiene. Improve attendance. Work on motivation. Manage exam anxiety.,88.85
116645,22,Other,Arts,8.0,2.1,1.6,Yes,54.0,9.0,Fair,4,Master,High,5.1,No,4.0,6,1.0,No,2,13.5,Dorm,Yes,High,3,10,5,Auditory,6.1,100,Improve attendance.,100.71
116646,23,Male,Business,4.0,1.4,2.8,No,72.4,7.8,Good,3,Master,Low,2.4,Yes,2.99,7,4.7,No,0,8.8,Library,Yes,Medium,2,2,10,Reading,8.9,70,Too much time on Netflix. Work on motivation. Manage exam anxiety.,86.19
116647,17,Male,Arts,5.3,4.0,1.4,No,43.9,10.2,Good,5,High School,Low,7.8,No,3.35,4,5.4,No,5,11.9,Library,No,High,7,9,6,Reading,9.6,81,Reduce social media usage. Improve attendance.,96.66
116648,26,Female,Psychology,5.1,3.9,3.6,Yes,51.9,6.7,Good,6,Master,Low,8.7,No,4.0,1,4.4,No,2,13.1,Quiet Room,Yes,Low,2,3,10,Auditory,4.1,100,Reduce social media usage. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,87.57
116649,20,Male,Engineering,4.4,2.7,0.2,No,56.3,8.0,Good,4,Some College,High,5.6,Yes,3.66,5,6.7,No,0,8.4,Dorm,No,Medium,9,1,10,Reading,2.5,92,Improve attendance. Work on motivation. Manage exam anxiety.,85.8
116650,28,Other,Psychology,6.9,4.9,3.9,No,93.5,6.2,Fair,6,High School,Low,7.0,Yes,4.0,3,5.9,No,4,17.5,Co-Learning Group,No,High,2,9,6,Auditory,1.5,100,Reduce social media usage. Too much time on Netflix.,95.87
116651,18,Other,Computer Science,2.7155208355678,4.5,3.0,No,64.4,7.0,Good,6,Some College,Medium,7.5,No,3.5,6,4.3,No,3,10.4,Quiet Room,No,High,7,8,7,Kinesthetic,3.7,85,Reduce social media usage. Too much time on Netflix. Improve attendance.,89.52
116652,17,Male,Computer Science,7.140875079593759,2.8,3.6,Yes,43.0,7.8,Good,0,Some College,High,6.9,No,4.0,2,4.8,No,2,14.1,Quiet Room,Yes,Medium,8,10,5,Kinesthetic,2.0,100,Too much time on Netflix. Improve attendance.,98.52
116653,28,Female,Arts,4.8,4.1,2.8,No,92.6,5.5,Good,1,High School,High,5.8,No,3.57,6,4.0,No,4,13.6,Cafe,No,High,10,2,10,Reading,3.5,88,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Work on motivation. Manage exam anxiety.,85.44
116654,19,Other,Business,5.2,0.3,0.5,No,68.2,7.6,Good,1,Bachelor,High,8.6,No,4.0,8,2.6,No,2,7.1,Co-Learning Group,No,High,1,6,9,Visual,5.6,98,Improve attendance. Manage exam anxiety.,91.4
116655,24,Other,Business,0.7,1.9,0.8,Yes,51.0,9.2,Good,0,Master,Low,8.8,No,4.0,6,2.7,No,5,5.0,Cafe,No,Low,4,1,10,Auditory,7.2,97,Increase daily study time. Improve attendance. Work on motivation. Manage exam anxiety.,81.64
116656,26,Female,Arts,1.6,0.4,3.1,Yes,52.7,4.5,Good,4,Bachelor,Low,7.2,Yes,3.16,2,2.0,No,4,6.4,Cafe,Yes,Low,10,7,8,Auditory,6.2,71,Increase daily study time. Improve sleep hygiene. Too much time on Netflix. Improve attendance. Manage exam anxiety.,85.28
116657,28,Other,Engineering,6.9,3.9,0.2,No,65.5,7.5,Fair,0,Bachelor,Low,10.0,Yes,3.92,1,6.4,No,4,11.2,Quiet Room,No,Medium,6,9,6,Kinesthetic,5.1,100,Reduce social media usage. Improve attendance.,96.88
116658,20,Female,Arts,1.5,4.5,0.8,No,89.8,7.7,Fair,2,Bachelor,Medium,7.1,No,3.3,5,10.0,No,0,7.9,Dorm,No,Low,2,5,10,Auditory,7.9,78,Increase daily study time. Reduce social media usage. Manage exam anxiety.,85.07
116659,21,Female,Computer Science,8.114891581111541,3.2,1.0,Yes,51.2,8.5,Good,1,PhD,Low,7.1,No,3.53,5,2.9,No,1,13.4,Co-Learning Group,Yes,High,6,1,10,Visual,5.5,96,Reduce social media usage. Improve attendance. Work on motivation. Manage exam anxiety.,91.39
116660,21,Female,Arts,6.7,0.9,2.6,No,44.9,5.7,Good,6,PhD,High,8.2,No,3.48,7,5.3,No,3,10.7,Quiet Room,No,High,3,9,6,Visual,5.0,77,Improve sleep hygiene. Too much time on Netflix. Improve attendance.,95.43
116661,20,Female,Business,0.0,2.0,1.4,Yes,62.5,6.1,Good,6,Bachelor,High,6.9,Yes,4.0,6,1.0,No,0,3.4,Library,No,High,4,9,6,Auditory,3.4,100,Increase daily study time. Improve attendance.,86.3
116662,20,Other,Computer Science,2.9991353626092105,2.0,2.6,No,54.8,4.4,Poor,3,PhD,Low,6.7,Yes,2.58,1,6.3,No,1,8.9,Library,No,Medium,5,3,10,Reading,1.7,57,Improve sleep hygiene. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,83.02
116663,27,Female,Arts,3.3,2.7,3.2,Yes,69.7,5.6,Good,0,PhD,Low,7.2,Yes,3.82,8,4.5,No,1,9.4,Co-Learning Group,No,High,5,4,10,Reading,4.4,96,Improve sleep hygiene. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,85.21
116664,25,Female,Computer Science,6.199629869723275,0.6,0.5,Yes,54.7,10.5,Good,7,Some College,Medium,5.3,Yes,3.51,4,5.2,No,0,9.1,Dorm,Yes,High,8,2,10,Auditory,2.7,90,Improve attendance. Work on motivation. Manage exam anxiety.,91.07
116665,26,Female,Arts,2.3,3.4,1.8,No,76.3,5.4,Good,3,Master,Medium,10.0,Yes,2.9,8,7.2,No,3,8.8,Cafe,Yes,Low,10,1,10,Reading,3.3,74,Improve sleep hygiene. Reduce social media usage. Work on motivation. Manage exam anxiety.,81.02
116666,16,Other,Biology,4.8,0.7,2.5,No,54.7,8.6,Poor,7,Some College,Low,6.4,No,4.0,4,4.9,No,1,9.3,Library,No,Medium,7,9,6,Visual,5.0,100,Too much time on Netflix. Improve attendance.,94.88
116667,27,Other,Computer Science,4.231943998585166,3.8,1.4,No,83.2,7.1,Good,3,PhD,Low,2.5,Yes,2.98,8,1.7,No,0,11.3,Quiet Room,Yes,Medium,7,1,10,Kinesthetic,7.0,66,Reduce social media usage. Work on motivation. Manage exam anxiety.,85.0
116668,28,Male,Psychology,1.9,4.3,1.4,Yes,83.2,5.8,Fair,6,Some College,Medium,6.8,No,3.44,8,4.6,No,1,8.3,Library,No,Low,5,8,7,Kinesthetic,3.2,89,Increase daily study time. Improve sleep hygiene. Reduce social media usage.,87.53
116669,26,Female,Business,3.0,3.4,0.3,Yes,82.8,6.5,Good,4,Master,Medium,3.9,No,4.0,7,6.1,No,3,7.4,Co-Learning Group,Yes,High,4,7,8,Reading,5.7,100,Reduce social media usage. Manage exam anxiety.,88.54
116670,20,Female,Computer Science,7.699651355941391,0.7,1.2,Yes,67.8,6.5,Good,5,PhD,Medium,6.7,No,3.53,2,7.7,No,1,10.8,Dorm,Yes,Medium,7,1,10,Kinesthetic,3.6,91,Improve attendance. Work on motivation. Manage exam anxiety.,89.46
116671,24,Male,Business,3.9,3.4,2.0,No,80.9,6.0,Good,5,Master,High,6.1,Yes,4.0,3,1.8,No,1,10.4,Cafe,Yes,Low,9,4,10,Visual,4.1,94,Reduce social media usage. Work on motivation. Manage exam anxiety.,86.3
116672,22,Other,Arts,1.1,4.8,3.5,No,62.7,8.9,Good,1,Master,High,9.0,No,4.0,2,4.7,No,0,11.3,Dorm,Yes,Medium,7,6,9,Kinesthetic,1.1,100,Increase daily study time. Reduce social media usage. Too much time on Netflix. Improve attendance. Manage exam anxiety.,86.32
116673,16,Female,Biology,3.4,4.2,2.0,Yes,74.5,6.1,Poor,7,Some College,Low,8.5,Yes,3.43,1,10.0,Yes,5,10.8,Quiet Room,Yes,Medium,10,2,10,Kinesthetic,9.1,76,Reduce social media usage. Work on motivation. Manage exam anxiety.,84.01
116674,24,Other,Computer Science,5.577842450145191,2.0,0.2,Yes,77.7,5.9,Good,6,High School,High,4.7,Yes,3.48,3,5.9,No,0,8.5,Cafe,No,Low,5,6,9,Kinesthetic,8.5,89,Improve sleep hygiene. Manage exam anxiety.,90.71
116675,27,Other,Business,3.4,0.6,3.5,Yes,93.3,7.4,Good,6,Some College,Medium,3.9,Yes,4.0,1,5.0,No,5,8.9,Cafe,Yes,Low,5,6,9,Kinesthetic,4.0,100,Too much time on Netflix. Manage exam anxiety.,88.74
116676,24,Female,Arts,3.1,1.1,2.9,No,86.6,4.2,Fair,7,High School,Low,10.0,No,4.0,1,3.3,No,0,7.6,Dorm,Yes,Medium,6,4,10,Visual,6.5,100,Improve sleep hygiene. Too much time on Netflix. Work on motivation. Manage exam anxiety.,84.06
116677,25,Male,Business,4.2,0.9,0.8,No,99.9,8.6,Good,0,Master,Medium,5.7,No,4.0,8,1.0,No,2,7.7,Cafe,No,High,10,1,10,Auditory,1.8,97,Work on motivation. Manage exam anxiety.,86.07
116678,17,Male,Psychology,1.8,1.7,1.2,No,44.7,4.0,Good,6,Bachelor,Low,6.5,No,3.5,2,2.8,No,5,6.3,Co-Learning Group,No,Medium,3,3,10,Kinesthetic,7.2,80,Increase daily study time. Improve sleep hygiene. Improve attendance. Work on motivation. Manage exam anxiety.,81.18
116679,18,Male,Biology,0.8,4.3,0.8,Yes,78.8,5.8,Good,5,Some College,Low,4.0,Yes,2.46,5,7.4,No,2,7.3,Quiet Room,No,Low,5,3,10,Auditory,7.8,56,Increase daily study time. Improve sleep hygiene. Reduce social media usage. Work on motivation. Manage exam anxiety.,81.0
116680,27,Female,Business,9.8,4.0,2.5,Yes,64.2,5.2,Good,2,Master,Medium,4.8,No,4.0,6,3.9,No,1,16.5,Dorm,No,High,9,9,6,Reading,2.6,88,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance.,99.23
116681,22,Other,Computer Science,7.331370359173116,3.5,1.5,Yes,97.6,6.8,Good,3,Some College,Medium,9.4,No,3.92,3,4.4,No,5,14.0,Co-Learning Group,No,High,8,8,7,Visual,9.6,98,Reduce social media usage.,96.02
116682,18,Male,Business,7.2,2.6,2.1,Yes,42.8,6.6,Poor,4,High School,Low,9.6,Yes,4.0,4,2.0,No,0,13.6,Quiet Room,Yes,High,3,8,7,Visual,3.4,97,Too much time on Netflix. Improve attendance.,95.54
116683,27,Male,Biology,2.6,3.6,0.7,No,74.1,4.6,Fair,2,High School,Medium,9.5,Yes,3.68,8,3.5,No,5,8.4,Library,Yes,High,2,5,10,Reading,5.3,92,Improve sleep hygiene. Reduce social media usage. Manage exam anxiety.,84.36
116684,20,Female,Biology,4.0,2.0,1.3,No,96.0,6.4,Good,3,High School,High,10.0,No,4.0,5,4.3,No,5,8.0,Co-Learning Group,No,Low,2,9,6,Reading,3.2,100,Keep up the good work!,92.12
116685,28,Male,Computer Science,3.2333821747632627,4.5,1.1,Yes,91.5,5.4,Good,7,Master,Medium,8.5,No,4.0,8,7.5,No,3,9.7,Quiet Room,No,High,6,3,10,Auditory,7.7,98,Improve sleep hygiene. Reduce social media usage. Work on motivation. Manage exam anxiety.,84.11
116686,24,Female,Biology,4.7,3.4,0.8,Yes,59.6,6.9,Fair,3,High School,Medium,4.1,Yes,4.0,2,6.1,No,0,9.3,Quiet Room,No,Low,5,5,10,Reading,6.4,100,Reduce social media usage. Improve attendance. Manage exam anxiety.,88.95
116687,25,Male,Biology,4.5,4.2,1.4,No,88.8,6.6,Poor,0,Master,Medium,5.7,Yes,2.92,2,1.7,No,2,11.4,Co-Learning Group,Yes,Medium,6,2,10,Reading,5.0,69,Reduce social media usage. Work on motivation. Manage exam anxiety.,85.83
116688,16,Other,Engineering,1.5,1.8,1.7,No,98.2,6.5,Fair,1,PhD,Low,7.4,No,3.12,8,2.8,No,4,5.4,Co-Learning Group,No,Low,6,2,10,Kinesthetic,6.2,82,Increase daily study time. Work on motivation. Manage exam anxiety.,81.72
116689,20,Female,Biology,2.9,2.1,3.1,Yes,97.3,5.8,Fair,5,PhD,Medium,6.7,No,3.6,6,3.3,No,5,8.2,Quiet Room,Yes,Medium,8,10,5,Visual,1.0,93,Improve sleep hygiene. Too much time on Netflix.,91.23
116690,21,Female,Arts,4.1,2.0,3.7,Yes,49.2,7.7,Fair,7,High School,High,4.9,No,3.56,8,6.3,No,5,10.2,Quiet Room,Yes,Low,8,6,9,Reading,2.1,88,Too much time on Netflix. Improve attendance. Manage exam anxiety.,89.78
116691,21,Other,Arts,4.3,0.1,2.3,No,86.4,4.1,Poor,0,Master,High,10.0,No,3.77,6,5.8,No,4,6.8,Cafe,No,Low,1,8,7,Auditory,8.4,87,Improve sleep hygiene. Too much time on Netflix.,89.97
116692,21,Other,Engineering,5.4,3.6,2.0,Yes,46.5,5.8,Good,2,High School,High,9.1,No,3.06,8,7.0,No,4,11.6,Dorm,Yes,High,7,8,7,Reading,8.2,78,Improve sleep hygiene. Reduce social media usage. Improve attendance.,92.52
116693,25,Male,Biology,3.0,3.2,2.0,Yes,52.6,7.0,Fair,5,Some College,High,10.0,No,4.0,3,2.6,No,4,9.9,Cafe,No,High,5,10,5,Kinesthetic,3.7,100,Reduce social media usage. Improve attendance.,92.19
116694,25,Other,Arts,4.4,3.0,1.5,No,97.3,6.9,Good,6,Bachelor,Medium,6.3,Yes,3.26,6,3.6,No,1,10.1,Cafe,No,Medium,3,7,8,Visual,9.3,77,Manage exam anxiety.,90.89
116695,27,Other,Engineering,2.0,4.0,2.5,Yes,73.1,5.1,Good,0,PhD,Low,5.9,Yes,3.55,2,6.2,No,5,10.2,Quiet Room,Yes,Medium,8,4,10,Visual,7.8,99,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Work on motivation. Manage exam anxiety.,83.06
116696,20,Male,Engineering,6.3,3.0,1.5,No,45.1,7.1,Fair,2,High School,High,6.8,Yes,4.0,4,4.1,No,4,11.4,Cafe,No,Medium,7,10,5,Reading,3.9,99,Improve attendance.,96.87
116697,22,Other,Biology,5.5,1.7,3.0,No,95.1,10.6,Poor,0,Some College,High,7.1,Yes,3.11,7,4.5,No,0,11.1,Cafe,No,High,5,6,9,Visual,8.5,73,Too much time on Netflix. Manage exam anxiety.,94.01
116698,23,Male,Biology,4.0,0.7,0.7,Yes,88.6,8.3,Good,4,Some College,High,7.0,Yes,4.0,2,7.5,No,5,5.9,Quiet Room,No,Low,4,3,10,Reading,5.6,97,Work on motivation. Manage exam anxiety.,87.38
116699,26,Other,Business,6.4,4.4,2.6,Yes,91.3,10.2,Fair,4,PhD,Medium,9.2,No,4.0,7,5.3,No,5,14.8,Dorm,Yes,Medium,3,10,5,Visual,6.7,98,Reduce social media usage. Too much time on Netflix.,99.28
116700,26,Female,Biology,8.2,4.5,2.5,Yes,78.2,8.8,Fair,5,PhD,Medium,8.5,No,4.0,6,5.9,No,3,15.3,Co-Learning Group,Yes,Low,5,7,8,Kinesthetic,8.5,100,Reduce social media usage. Too much time on Netflix. Manage exam anxiety.,97.46
116701,22,Other,Business,0.4,4.5,3.5,Yes,58.8,10.0,Fair,2,High School,Low,7.5,Yes,2.71,8,5.3,No,0,8.4,Dorm,Yes,High,10,4,10,Auditory,7.0,75,Increase daily study time. Reduce social media usage. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,84.29
116702,22,Other,Business,7.0,0.8,1.6,No,84.3,7.1,Poor,1,Master,High,7.6,Yes,4.0,1,5.7,No,2,10.7,Cafe,No,Low,9,5,10,Kinesthetic,1.3,100,Manage exam anxiety.,92.34
116703,16,Female,Engineering,4.1,3.0,2.6,Yes,78.3,6.7,Good,1,Some College,Medium,7.6,Yes,4.0,5,5.0,No,2,9.8,Quiet Room,Yes,High,8,3,10,Kinesthetic,7.9,93,Too much time on Netflix. Work on motivation. Manage exam anxiety.,86.32
116704,23,Female,Arts,3.2,4.3,1.1,No,50.4,7.7,Good,0,Master,Low,8.7,No,4.0,1,1.8,No,1,10.3,Dorm,Yes,Medium,10,9,6,Visual,9.9,100,Reduce social media usage. Improve attendance.,91.94
116705,18,Male,Psychology,0.0,2.1,0.3,No,75.3,7.7,Fair,3,Bachelor,Low,7.3,Yes,2.85,5,2.8,No,2,3.0,Library,No,High,8,7,8,Kinesthetic,1.8,74,Increase daily study time. Manage exam anxiety.,85.18
116706,21,Female,Arts,2.0,4.7,1.0,No,70.6,8.9,Fair,3,Master,Medium,5.9,No,4.0,6,1.9,No,2,9.5,Cafe,Yes,Low,7,3,10,Auditory,1.1,100,Reduce social media usage. Work on motivation. Manage exam anxiety.,84.73
116707,24,Other,Psychology,1.2,1.1,3.6,No,76.6,5.8,Fair,3,High School,Medium,9.3,Yes,3.96,3,2.7,No,5,6.9,Dorm,No,Low,6,6,9,Kinesthetic,1.7,100,Increase daily study time. Improve sleep hygiene. Too much time on Netflix. Manage exam anxiety.,84.43
116708,27,Female,Psychology,3.8,4.7,3.7,No,50.7,6.8,Fair,4,High School,Medium,6.5,Yes,3.86,5,3.1,No,2,12.8,Dorm,No,Low,6,7,8,Reading,4.3,97,Reduce social media usage. Too much time on Netflix. Improve attendance. Manage exam anxiety.,89.76
116709,19,Other,Business,3.2,0.4,0.6,Yes,73.9,7.8,Fair,2,PhD,Low,6.9,Yes,3.41,6,5.4,No,1,5.8,Dorm,No,Low,9,7,8,Auditory,2.8,92,Manage exam anxiety.,89.81
116710,20,Other,Computer Science,4.612331120367696,0.2,1.4,Yes,54.3,7.3,Good,0,PhD,Low,6.6,No,4.0,6,1.4,No,0,6.6,Co-Learning Group,No,Medium,8,1,10,Visual,7.3,99,Improve attendance. Work on motivation. Manage exam anxiety.,85.82
116711,18,Other,Arts,2.6,3.0,2.0,Yes,45.9,8.5,Good,0,Some College,High,5.6,Yes,2.7,6,6.0,No,1,9.1,Dorm,Yes,Low,9,5,10,Kinesthetic,6.0,66,Improve attendance. Manage exam anxiety.,87.17
116712,26,Male,Psychology,2.0,0.8,2.1,No,92.2,7.2,Good,7,High School,High,6.1,Yes,3.56,2,4.2,No,2,5.9,Cafe,Yes,High,4,5,10,Reading,5.1,100,Too much time on Netflix. Manage exam anxiety.,85.53
116713,17,Other,Biology,2.4,0.8,4.0,No,99.1,6.5,Fair,1,Some College,Low,5.8,Yes,4.0,2,7.2,No,2,9.2,Library,Yes,Low,9,6,9,Visual,3.2,90,Too much time on Netflix. Manage exam anxiety.,86.68
116714,28,Female,Computer Science,5.761222804273095,4.8,1.8,Yes,47.2,8.6,Fair,0,Master,Medium,8.8,No,3.49,1,6.1,No,0,14.3,Cafe,No,Medium,1,10,5,Reading,1.7,96,Reduce social media usage. Improve attendance.,97.07
116715,27,Other,Computer Science,3.8043802255636017,0.3,0.5,Yes,56.9,5.4,Good,0,High School,Medium,6.1,Yes,2.6,1,2.5,No,3,5.1,Dorm,No,High,9,6,9,Visual,5.6,68,Improve sleep hygiene. Improve attendance. Manage exam anxiety.,87.87
116716,22,Other,Engineering,5.6,4.1,1.2,Yes,87.7,9.2,Good,3,Some College,High,5.2,No,4.0,5,5.9,No,4,11.5,Library,Yes,Low,5,6,9,Reading,1.7,100,Reduce social media usage. Manage exam anxiety.,92.87
116717,19,Other,Psychology,5.3,3.1,3.6,Yes,86.4,6.7,Fair,6,PhD,High,9.3,No,4.0,3,2.4,No,0,13.1,Co-Learning Group,Yes,High,3,5,10,Kinesthetic,3.9,97,Reduce social media usage. Too much time on Netflix. Manage exam anxiety.,89.64
116718,22,Female,Engineering,1.8,3.4,3.2,Yes,76.8,8.2,Good,0,PhD,High,8.2,No,3.34,6,5.5,No,0,9.3,Library,Yes,Medium,5,10,5,Reading,9.1,89,Increase daily study time. Reduce social media usage. Too much time on Netflix.,91.52
116719,27,Other,Engineering,4.2,1.4,3.7,Yes,45.0,7.9,Poor,5,Master,Low,7.8,Yes,3.62,8,5.7,No,2,9.7,Co-Learning Group,No,Low,7,8,7,Auditory,2.4,80,Too much time on Netflix. Improve attendance.,92.33
116720,17,Other,Computer Science,4.158819730597183,4.6,2.5,Yes,40.3,6.8,Fair,0,High School,Low,6.9,No,3.8,1,7.4,No,1,11.8,Dorm,No,Low,4,2,10,Reading,1.1,98,Reduce social media usage. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,85.35
116721,16,Other,Psychology,4.0,2.2,3.1,Yes,77.5,4.6,Fair,6,Master,Medium,3.4000000000000004,No,3.72,6,7.7,No,3,9.6,Dorm,Yes,High,8,3,10,Auditory,1.1,92,Improve sleep hygiene. Too much time on Netflix. Work on motivation. Manage exam anxiety.,84.56
116722,19,Other,Engineering,4.2,2.5,3.6,Yes,61.6,8.8,Good,3,Bachelor,High,7.5,Yes,4.0,6,1.0,No,5,11.6,Library,Yes,High,1,4,10,Visual,8.6,100,Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,88.86
116723,16,Male,Biology,0.3,3.0,1.1,Yes,65.3,5.5,Poor,6,Bachelor,High,6.2,No,4.0,1,4.1,No,5,5.4,Quiet Room,No,Low,6,2,10,Kinesthetic,6.4,92,Increase daily study time. Improve sleep hygiene. Improve attendance. Work on motivation. Manage exam anxiety.,79.24
116724,20,Other,Business,4.7,1.0,1.5,Yes,79.8,8.8,Good,0,High School,High,7.5,Yes,3.43,5,3.9,No,4,8.1,Quiet Room,No,High,8,6,9,Auditory,8.9,79,Manage exam anxiety.,91.62
116725,17,Other,Psychology,1.1,4.9,0.3,Yes,92.1,8.4,Good,6,Some College,Low,8.9,No,3.92,8,3.6,No,0,7.9,Co-Learning Group,Yes,Medium,3,3,10,Visual,7.1,100,Increase daily study time. Reduce social media usage. Work on motivation. Manage exam anxiety.,83.25
116726,28,Female,Arts,4.9,2.7,3.0,Yes,88.8,6.9,Fair,7,PhD,High,7.4,Yes,4.0,2,5.4,No,4,11.1,Quiet Room,No,Medium,9,8,7,Kinesthetic,7.1,99,Too much time on Netflix.,92.67
116727,27,Female,Psychology,5.8,1.2,3.9,No,67.2,6.5,Fair,3,Some College,Medium,5.4,No,2.99,5,6.2,No,4,11.7,Co-Learning Group,Yes,Low,8,5,10,Auditory,7.9,78,Too much time on Netflix. Improve attendance. Manage exam anxiety.,90.36
116728,27,Other,Computer Science,2.5596982062920244,2.0,2.4,Yes,79.3,5.8,Fair,4,Master,High,4.2,No,3.91,4,3.5,No,0,7.4,Cafe,No,Medium,2,3,10,Kinesthetic,3.7,100,Improve sleep hygiene. Too much time on Netflix. Work on motivation. Manage exam anxiety.,83.48
116729,20,Other,Computer Science,1.2697523519385625,3.6,1.7,Yes,61.2,9.0,Poor,1,Master,High,10.0,No,3.66,4,5.8,No,4,8.4,Dorm,Yes,Low,9,3,10,Kinesthetic,3.6,87,Increase daily study time. Reduce social media usage. Improve attendance. Work on motivation. Manage exam anxiety.,83.88
116730,23,Female,Business,7.9,2.9,2.1,Yes,73.8,11.4,Good,2,High School,High,6.6,Yes,3.85,7,4.6,No,0,14.7,Cafe,No,High,10,3,10,Kinesthetic,6.1,100,Too much time on Netflix. Work on motivation. Manage exam anxiety.,94.95
116731,20,Male,Arts,6.1,2.2,3.3,No,49.2,4.3,Fair,5,High School,High,5.1,Yes,3.14,5,7.6,No,3,11.8,Dorm,Yes,High,10,4,10,Reading,9.6,80,Improve sleep hygiene. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,88.3
116732,24,Other,Computer Science,2.8598167536972925,1.5,1.9,Yes,73.7,6.3,Fair,2,Bachelor,High,4.4,Yes,3.48,5,1.0,No,4,6.3,Quiet Room,Yes,Medium,9,4,10,Reading,6.8,82,Work on motivation. Manage exam anxiety.,85.2
116733,25,Other,Computer Science,7.742921304295833,1.3,3.1,Yes,81.7,7.5,Fair,0,High School,Medium,9.4,No,3.87,3,2.8,No,3,13.2,Quiet Room,No,High,10,9,6,Auditory,3.9,90,Too much time on Netflix.,98.18
